,address,days_listed,dealer_rating,make,market_price,mileage,price,year
119,"Jamaica, NY",30 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2016 Chevrolet Malibu Limited LTZ           Viewed
","Instant Market Value of $17,860","Mileage: 28,255 mi","$12,896 
 $234/est. mo
","2016 Chevrolet Malibu Limited LTZ           Viewed
"
120,"Irvington, NJ",236 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Toyota Corolla S           Viewed
","Instant Market Value of $12,777","Mileage: 59,346 mi","$9,495 
 $172/est. mo
","2013 Toyota Corolla S           Viewed
"
121,"Jamaica, NY",30 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Volkswagen Golf PZEV           Viewed
","Instant Market Value of $14,526","Mileage: 15,768 mi","$11,495 
 $209/est. mo
","2014 Volkswagen Golf PZEV           Viewed
"
122,"Oakdale, NY",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Nissan Murano LE AWD           Viewed
","Instant Market Value of $15,607","Mileage: 76,398 mi","$10,883 
 $198/est. mo
","2010 Nissan Murano LE AWD           Viewed
"
123,"Parsippany, NJ",2 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Mazda CX-9 Touring AWD           Viewed
","Instant Market Value of $19,249","Mileage: 48,448 mi","$15,500 
 $281/est. mo
","2012 Mazda CX-9 Touring AWD           Viewed
"
124,"Great Neck, NY",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 BMW 5 Series 535i xDrive           Viewed
","Instant Market Value of $36,317","Mileage: 26,746 mi","$29,895 
 $542/est. mo
","2013 BMW 5 Series 535i xDrive           Viewed
"
125,"Lindenhurst, NY",54 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2006 Infiniti FX35 AWD           Viewed
","Instant Market Value of $11,655","Mileage: 117,043 mi","$7,995 
 $145/est. mo
","2006 Infiniti FX35 AWD           Viewed
"
126,"Haskell, NJ",47 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2005 GMC Sierra 1500 Denali AWD Crew Cab SB           Viewed
","Instant Market Value of $15,133","Mileage: 124,785 mi","$9,995 
 $181/est. mo
","2005 GMC Sierra 1500 Denali AWD Crew Cab SB           Viewed
"
127,"Brooklyn, NY",11 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Honda CR-V EX AWD           Viewed
","Instant Market Value of $19,706","Mileage: 35,620 mi","$15,999 
 $290/est. mo
","2014 Honda CR-V EX AWD           Viewed
"
128,"Long Island City, NY",10 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Mercedes-Benz CLS-Class CLS550           Viewed
","Instant Market Value of $65,144","Mileage: 6,060 mi","$51,995 
 $942/est. mo
","2015 Mercedes-Benz CLS-Class CLS550           Viewed
"
129,"Staten Island, NY",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2005 Honda Element EX AWD           Viewed
","Instant Market Value of $11,889","Mileage: 11,500 mi","$8,000 
 $145/est. mo
","2005 Honda Element EX AWD           Viewed
"
130,"Brooklyn, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Honda Accord Coupe EX-L           Viewed
","Instant Market Value of $14,481","Mileage: 56,480 mi","$10,790 
 $196/est. mo
","2012 Honda Accord Coupe EX-L           Viewed
"
131,"Floral Park, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2016 BMW 5 Series 528i xDrive           Viewed
","Instant Market Value of $45,834","Mileage: 12,326 mi","$36,990 
 $670/est. mo
","2016 BMW 5 Series 528i xDrive           Viewed
"
132,"Bayside, NY",29 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Mercedes-Benz C-Class C250 Sport           Viewed
","Instant Market Value of $19,461","Mileage: 38,289 mi","$14,995 
 $272/est. mo
","2012 Mercedes-Benz C-Class C250 Sport           Viewed
"
133,"Somerville, NJ",9 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Lexus ES 350 Base           Viewed
","Instant Market Value of $23,753","Mileage: 51,394 mi","$18,995 
 $344/est. mo
","2013 Lexus ES 350 Base           Viewed
"
134,"Brooklyn, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Mercedes-Benz E-Class E350 Sport 4MATIC           Viewed
","Instant Market Value of $17,919","Mileage: 94,000 mi","$13,995 
 $254/est. mo
","2010 Mercedes-Benz E-Class E350 Sport 4MATIC           Viewed
"
135,"Atlantic Highlands, NJ",6 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Jeep Wrangler Sahara           Viewed
","Instant Market Value of $19,601","Mileage: 94,596 mi","$15,495 
 $281/est. mo
","2010 Jeep Wrangler Sahara           Viewed
"
136,"Jersey City, NJ",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Honda Civic EX           Viewed
","Instant Market Value of $15,395","Mileage: 14,943 mi","$12,488 
 $227/est. mo
","2013 Honda Civic EX           Viewed
"
137,"Staten Island, NY",13 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2009 Chevrolet Malibu LT           Viewed
","Instant Market Value of $11,186","Mileage: 21,608 mi","$7,939 
 $144/est. mo
","2009 Chevrolet Malibu LT           Viewed
"
138,"Woodside, NY",11 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Jeep Cherokee Trailhawk 4WD           Viewed
","Instant Market Value of $27,211","Mileage: 33,987 mi","$21,990 
 $399/est. mo
","2015 Jeep Cherokee Trailhawk 4WD           Viewed
"
139,"Little Neck, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Mercedes-Benz GL-Class GL450           Viewed
","Instant Market Value of $36,219","Mileage: 69,000 mi","$28,750 $31,500
 $521/est. mo
","2013 Mercedes-Benz GL-Class GL450           Viewed
"
140,"Paterson, NJ",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2009 Audi TT 2.0T Quattro Premium Plus Cabriolet           Viewed
","Instant Market Value of $19,107","Mileage: 55,786 mi","$14,550 
 $264/est. mo
","2009 Audi TT 2.0T Quattro Premium Plus Cabriolet           Viewed
"
141,"Rahway, NJ",47 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Mercedes-Benz GL-Class GL450           Viewed
","Instant Market Value of $42,543","Mileage: 40,134 mi","$34,900 
 $632/est. mo
","2013 Mercedes-Benz GL-Class GL450           Viewed
"
142,"Woodside, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Toyota Corolla LE           Viewed
","Instant Market Value of $12,793","Mileage: 32,893 mi","$9,495 
 $172/est. mo
","2013 Toyota Corolla LE           Viewed
"
143,"Great Neck, NY",5 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 BMW 5 Series 528i xDrive           Viewed
","Instant Market Value of $30,211","Mileage: 24,528 mi","$24,895 
 $451/est. mo
","2013 BMW 5 Series 528i xDrive           Viewed
"
144,"Jamaica, NY",72 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2008 Nissan Pathfinder LE 4X4           Viewed
","Instant Market Value of $14,367","Mileage: 98,304 mi","$9,999 
 $182/est. mo
","2008 Nissan Pathfinder LE 4X4           Viewed
"
145,"Elmhurst, NY",340 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Lexus RX 350 AWD           Viewed
","Instant Market Value of $34,550","Mileage: 25,097 mi","$28,995 
 $525/est. mo
","2014 Lexus RX 350 AWD           Viewed
"
146,"Douglaston, NY",81 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Suburban LTZ 1500 4WD           Viewed
","Instant Market Value of $36,866","Mileage: 64,395 mi","$30,991 
 $562/est. mo
","2013 Chevrolet Suburban LTZ 1500 4WD           Viewed
"
147,"Linden, NJ",88 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Hyundai Sonata GLS           Viewed
","Instant Market Value of $12,406","Mileage: 52,228 mi","$8,990 
 $163/est. mo
","2013 Hyundai Sonata GLS           Viewed
"
148,"Elmhurst, NY",186 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Toyota Venza XLE AWD           Viewed
","Instant Market Value of $20,755","Mileage: 24,466 mi","$16,900 
 $306/est. mo
","2013 Toyota Venza XLE AWD           Viewed
"
149,"Bronx, NY",6 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2004 Honda Accord EX w/ Leather           Viewed
","Instant Market Value of $6,346","Mileage: 119,838 mi","$2,500 
 $46/est. mo
","2004 Honda Accord EX w/ Leather           Viewed
"
150,"Somerville, NJ",9 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Mercedes-Benz C-Class C300 Luxury 4MATIC           Viewed
","Instant Market Value of $44,418","Mileage: 8,643 mi","$36,895 
 $668/est. mo
","2016 Mercedes-Benz C-Class C300 Luxury 4MATIC           Viewed
"
151,"Lakewood, NJ",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2004 Chevrolet Corvette Coupe           Viewed
","Instant Market Value of $16,316","Mileage: 93,928 mi","$11,495 
 $209/est. mo
","2004 Chevrolet Corvette Coupe           Viewed
"
152,"North Brunswick, NJ",577 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Dodge Grand Caravan SE           Viewed
","Instant Market Value of $11,600","Mileage: 106,587 mi","$7,995 
 $145/est. mo
","2013 Dodge Grand Caravan SE           Viewed
"
153,"Bronx, NY",34 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Honda CR-V EX-L AWD           Viewed
","Instant Market Value of $20,051","Mileage: 38,003 mi","$15,990 
 $290/est. mo
","2012 Honda CR-V EX-L AWD           Viewed
"
