,address,days_listed,dealer_rating,make,market_price,mileage,price,year
0,"Ontario, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Malibu LT           Viewed
","Instant Market Value of $16,465","Mileage: 12,112 mi","$12,995 
 $236/est. mo
","2014 Chevrolet Malibu LT           Viewed
"
1,"Binghamton, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Ford Escape Titanium 4WD           Viewed
","Instant Market Value of $16,330","Mileage: 98,841 mi","$13,997 
 $254/est. mo
","2014 Ford Escape Titanium 4WD           Viewed
"
2,"Glenville, NY",10 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2007 Mercedes-Benz GL-Class GL450           Viewed
","Instant Market Value of $17,385","Mileage: 92,997 mi","$14,995 
 $272/est. mo
","2007 Mercedes-Benz GL-Class GL450           Viewed
"
3,"Binghamton, NY",2 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Ford F-350 Super Duty            Viewed
","Instant Market Value of $25,080","Mileage: 168,500 mi","$11,950 
 $217/est. mo
","2011 Ford F-350 Super Duty            Viewed
"
4,"Auburn, NY",28 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Honda CR-V SE AWD           Viewed
","Instant Market Value of $15,454","Mileage: 62,255 mi","$11,995 $12,995
 $218/est. mo
","2011 Honda CR-V SE AWD           Viewed
"
5,"Farmington, NY",528 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Tahoe LTZ 4WD           Viewed
","Instant Market Value of $35,752","Mileage: 58,126 mi","$30,000 
 $544/est. mo
","2013 Chevrolet Tahoe LTZ 4WD           Viewed
"
6,"Saratoga Springs, NY",114 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Dodge Durango Crew AWD           Viewed
","Instant Market Value of $22,344","Mileage: 58,805 mi","$17,555 
 $318/est. mo
","2011 Dodge Durango Crew AWD           Viewed
"
7,"Sidney, NY",119 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Chrysler 200 Limited Convertible           Viewed
","Instant Market Value of $16,221","Mileage: 56,600 mi","$11,975 $13,975
 $217/est. mo
","2011 Chrysler 200 Limited Convertible           Viewed
"
8,"Ontario, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Malibu LT           Viewed
","Instant Market Value of $16,465","Mileage: 12,112 mi","$12,995 
 $236/est. mo
","2014 Chevrolet Malibu LT           Viewed
"
9,"Rome, NY",198 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 GMC Canyon SLE1 Crew Cab 4WD           Viewed
","Instant Market Value of $16,472","Mileage: 107,826 mi","$12,400 
 $225/est. mo
","2011 GMC Canyon SLE1 Crew Cab 4WD           Viewed
"
10,"Sidney, NY",37 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Jeep Liberty Sport 4WD           Viewed
","Instant Market Value of $14,387","Mileage: 61,163 mi","$10,999 $11,999
 $200/est. mo
","2011 Jeep Liberty Sport 4WD           Viewed
"
11,"Troy, NY",235 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Kia Sorento EX V6 4WD           Viewed
","Instant Market Value of $15,312","Mileage: 86,385 mi","$10,995 
 $200/est. mo
","2011 Kia Sorento EX V6 4WD           Viewed
"
12,"Kingston, NY",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Ford Edge SEL AWD           Viewed
","Instant Market Value of $23,836","Mileage: 34,138 mi","$18,892 
 $342/est. mo
","2013 Ford Edge SEL AWD           Viewed
"
13,"Latham, NY",49 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2004 Toyota 4Runner SR5           Viewed
","Instant Market Value of $9,540","Mileage: 139,000 mi","$5,950 
 $108/est. mo
","2004 Toyota 4Runner SR5           Viewed
"
14,"Canandaigua, NY",31 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Hyundai Tucson GLS PZEV           Viewed
","Instant Market Value of $14,259","Mileage: 85,727 mi","$10,901 
 $198/est. mo
","2012 Hyundai Tucson GLS PZEV           Viewed
"
15,"Kingston, NY",106 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2011 Hyundai Santa Fe SE AWD           Viewed
","Instant Market Value of $13,373","Mileage: 88,279 mi","$9,994 $10,732
 $181/est. mo
","2011 Hyundai Santa Fe SE AWD           Viewed
"
16,"Barneveld, NY",25 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Mercedes-Benz E-Class E350 Sport 4MATIC           Viewed
","Instant Market Value of $33,842","Mileage: 29,037 mi","$27,900 
 $506/est. mo
","2014 Mercedes-Benz E-Class E350 Sport 4MATIC           Viewed
"
17,"Glenmont, NY",262 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 BMW 5 Series 550i xDrive           Viewed
","Instant Market Value of $77,565",Mileage: 950 mi,"$67,980 $69,980
 $1,231/est. mo
","2016 BMW 5 Series 550i xDrive           Viewed
"
18,"Bridgeport, NY",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Ram 1500 Sport Quad Cab 4WD           Viewed
","Instant Market Value of $28,161","Mileage: 32,593 mi","$26,995 
 $489/est. mo
","2012 Ram 1500 Sport Quad Cab 4WD           Viewed
"
19,"Fayetteville, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Toyota Camry XLE           Viewed
","Instant Market Value of $17,431","Mileage: 29,815 mi","$13,995 
 $254/est. mo
","2014 Toyota Camry XLE           Viewed
"
20,"Rome, NY",134 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2003 Ford Ranger 4 Dr XLT 4WD Extended Cab SB           Viewed
","Instant Market Value of $8,349","Mileage: 107,104 mi","$4,100 $4,400
 $75/est. mo
","2003 Ford Ranger 4 Dr XLT 4WD Extended Cab SB           Viewed
"
21,"Watertown, NY",19 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Hyundai Sonata            Viewed
","Instant Market Value of $14,029","Mileage: 72,936 mi","$9,995 
 $181/est. mo
","2014 Hyundai Sonata            Viewed
"
22,"Fairport, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Hyundai Elantra Limited           Viewed
","Instant Market Value of $10,678","Mileage: 87,076 mi","$7,495 
 $136/est. mo
","2013 Hyundai Elantra Limited           Viewed
"
23,"Burnt Hills, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Lincoln MKX AWD           Viewed
","Instant Market Value of $25,099","Mileage: 58,549 mi","$19,995 
 $362/est. mo
","2013 Lincoln MKX AWD           Viewed
"
24,"Kingston, NY",14 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Nissan Pathfinder SL 4WD           Viewed
","Instant Market Value of $24,818","Mileage: 49,103 mi","$19,775 
 $358/est. mo
","2013 Nissan Pathfinder SL 4WD           Viewed
"
25,"Binghamton, NY",9 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Chevrolet Traverse LS           Viewed
","Instant Market Value of $12,711","Mileage: 100,232 mi","$8,995 
 $163/est. mo
","2011 Chevrolet Traverse LS           Viewed
"
26,"Troy, NY",178 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Kia Sorento LX 4WD           Viewed
","Instant Market Value of $13,196","Mileage: 91,183 mi","$9,395 
 $171/est. mo
","2012 Kia Sorento LX 4WD           Viewed
"
27,"Albany, NY",141 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 BMW X3 xDrive35i           Viewed
","Instant Market Value of $28,026","Mileage: 55,110 mi","$21,985 $23,998
 $398/est. mo
","2012 BMW X3 xDrive35i           Viewed
"
28,"Kingston, NY",22 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2008 Toyota Prius Base           Viewed
","Instant Market Value of $9,385","Mileage: 74,043 mi","$6,498 $6,998
 $118/est. mo
","2008 Toyota Prius Base           Viewed
"
29,"Oswego, NY",63 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Audi A3 2.0T Quattro Premium Convertible           Viewed
","Instant Market Value of $31,419","Mileage: 21,780 mi","$27,985 
 $507/est. mo
","2015 Audi A3 2.0T Quattro Premium Convertible           Viewed
"
30,"Sidney, NY",154 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Buick Verano Leather           Viewed
","Instant Market Value of $16,056","Mileage: 33,700 mi","$12,975 $13,975
 $235/est. mo
","2013 Buick Verano Leather           Viewed
"
31,"Saugerties, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Jeep Cherokee Latitude           Viewed
","Instant Market Value of $18,722","Mileage: 30,000 mi","$14,000 
 $254/est. mo
","2014 Jeep Cherokee Latitude           Viewed
"
32,"Sidney, NY",71 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2010 Buick Lucerne            Viewed
","Instant Market Value of $15,451","Mileage: 3,240 mi","$11,999 $12,999
 $218/est. mo
","2010 Buick Lucerne            Viewed
"
33,"Geneva, NY",43 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2008 Ford F-350 Super Duty Lariat Crew Cab LB 4WD           Viewed
","Instant Market Value of $23,134","Mileage: 140,356 mi","$15,989 
 $290/est. mo
","2008 Ford F-350 Super Duty Lariat Crew Cab LB 4WD           Viewed
"
34,"Whitney Point, NY",72 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Chevrolet Silverado 1500 LT1 Extended Cab SB 4WD           Viewed
","Instant Market Value of $20,975","Mileage: 27,594 mi","$15,995 
 $290/est. mo
","2008 Chevrolet Silverado 1500 LT1 Extended Cab SB 4WD           Viewed
"
35,"Fairport, NY",66 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Nissan Sentra S           Viewed
","Instant Market Value of $11,119","Mileage: 56,000 mi","$7,995 
 $145/est. mo
","2013 Nissan Sentra S           Viewed
"
36,"Central Square, NY",31 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2003 Chevrolet Silverado 1500 Ext Cab Short Bed 4WD           Viewed
","Instant Market Value of $9,654","Mileage: 102,000 mi","$5,495 
 $100/est. mo
","2003 Chevrolet Silverado 1500 Ext Cab Short Bed 4WD           Viewed
"
37,"Latham, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 BMW 7 Series 740Li xDrive           Viewed
","Instant Market Value of $46,294","Mileage: 42,366 mi","$39,880 
 $722/est. mo
","2014 BMW 7 Series 740Li xDrive           Viewed
"
38,"Baldwinsville, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2007 Chevrolet Silverado 1500 LS Crew Cab SB 4WD           Viewed
","Instant Market Value of $13,178","Mileage: 168,600 mi","$7,995 
 $145/est. mo
","2007 Chevrolet Silverado 1500 LS Crew Cab SB 4WD           Viewed
"
39,"Fayetteville, NY",81 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Jeep Grand Cherokee Laredo 4WD           Viewed
","Instant Market Value of $23,325","Mileage: 45,945 mi","$18,995 
 $344/est. mo
","2013 Jeep Grand Cherokee Laredo 4WD           Viewed
"
40,"Endicott, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Mercedes-Benz GL-Class GL450           Viewed
","Instant Market Value of $55,929","Mileage: 10,163 mi","$48,900 
 $886/est. mo
","2014 Mercedes-Benz GL-Class GL450           Viewed
"
41,"Glenville, NY",22 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Hyundai Tucson Limited           Viewed
","Instant Market Value of $20,823","Mileage: 12,918 mi","$16,495 
 $299/est. mo
","2014 Hyundai Tucson Limited           Viewed
"
42,"Scranton, PA",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2005 Chevrolet Silverado 1500 Z71 Ext Cab 4WD           Viewed
","Instant Market Value of $9,366","Mileage: 180,000 mi","$4,999 
 $91/est. mo
","2005 Chevrolet Silverado 1500 Z71 Ext Cab 4WD           Viewed
"
43,"Cortland, NY",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Cruze 1LT           Viewed
","Instant Market Value of $12,817","Mileage: 35,000 mi","$9,995 
 $181/est. mo
","2014 Chevrolet Cruze 1LT           Viewed
"
44,"Painted Post, NY",104 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Chevrolet Equinox LT1 AWD           Viewed
","Instant Market Value of $20,845","Mileage: 26,701 mi","$17,495 $17,995
 $317/est. mo
","2014 Chevrolet Equinox LT1 AWD           Viewed
"
45,"Vestal, NY",47 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2012 Chevrolet Suburban LT 1500 4WD           Viewed
","Instant Market Value of $34,916","Mileage: 41,402 mi","$29,999 
 $544/est. mo
","2012 Chevrolet Suburban LT 1500 4WD           Viewed
"
46,"Bridgeport, NY",91 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Ford F-350 Super Duty            Viewed
","Instant Market Value of $48,573","Mileage: 28,498 mi","$35,995 
 $652/est. mo
","2015 Ford F-350 Super Duty            Viewed
"
47,"Albany, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2010 Jeep Commander Sport 4WD           Viewed
","Instant Market Value of $13,647","Mileage: 107,488 mi","$9,795 
 $178/est. mo
","2010 Jeep Commander Sport 4WD           Viewed
"
48,"Glenmont, NY",12 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 BMW 5 Series 535i xDrive           Viewed
","Instant Market Value of $35,400","Mileage: 53,828 mi","$30,000 
 $544/est. mo
","2013 BMW 5 Series 535i xDrive           Viewed
"
49,"Painted Post, NY",7 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2016 Dodge Journey R/T AWD           Viewed
","Instant Market Value of $26,575","Mileage: 9,253 mi","$22,995 
 $417/est. mo
","2016 Dodge Journey R/T AWD           Viewed
"
50,"Glenmont, NY",2 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2015 BMW 5 Series 528i xDrive           Viewed
","Instant Market Value of $47,309","Mileage: 13,235 mi","$37,980 
 $688/est. mo
","2015 BMW 5 Series 528i xDrive           Viewed
"
51,"Kingston, NY",79 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Jeep Compass Latitude 4WD           Viewed
","Instant Market Value of $18,103","Mileage: 20,914 mi","$15,500 $16,000
 $281/est. mo
","2014 Jeep Compass Latitude 4WD           Viewed
"
52,"Scranton, PA",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Equinox LT1           Viewed
","Instant Market Value of $15,936","Mileage: 61,190 mi","$12,995 
 $236/est. mo
","2013 Chevrolet Equinox LT1           Viewed
"
53,"Glenmont, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 BMW 3 Series 335i Coupe           Viewed
","Instant Market Value of $22,810","Mileage: 43,100 mi","$18,980 $19,980
 $344/est. mo
","2011 BMW 3 Series 335i Coupe           Viewed
"
54,"Phoenix, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Chevrolet Silverado 1500 LT1 Crew Cab 4WD           Viewed
","Instant Market Value of $13,955","Mileage: 133,930 mi","$9,999 
 $182/est. mo
","2006 Chevrolet Silverado 1500 LT1 Crew Cab 4WD           Viewed
"
55,"Endicott, NY",66 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Malibu Eco 1SA           Viewed
","Instant Market Value of $15,844","Mileage: 15,637 mi","$12,700 
 $230/est. mo
","2013 Chevrolet Malibu Eco 1SA           Viewed
"
