,address,days_listed,dealer_rating,make,market_price,mileage,price,year
187,"Endicott, NY",54 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Chevrolet Equinox LS           Viewed
","Instant Market Value of $13,620","Mileage: 51,100 mi","$10,995 
 $200/est. mo
","2011 Chevrolet Equinox LS           Viewed
"
188,"Medina, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Dodge Dart SXT           Viewed
","Instant Market Value of $13,512","Mileage: 20,945 mi","$11,498 
 $209/est. mo
","2014 Dodge Dart SXT           Viewed
"
189,"Oakfield, NY",126 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2009 Mercedes-Benz M-Class ML350 4MATIC           Viewed
","Instant Market Value of $18,189","Mileage: 75,867 mi","$14,983 
 $272/est. mo
","2009 Mercedes-Benz M-Class ML350 4MATIC           Viewed
"
190,"Syracuse, NY",64 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Jeep Grand Cherokee Laredo 4WD           Viewed
","Instant Market Value of $21,118","Mileage: 60,724 mi","$17,995 
 $326/est. mo
","2012 Jeep Grand Cherokee Laredo 4WD           Viewed
"
191,"Rochester, NY",19 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2005 Jeep Wrangler X           Viewed
","Instant Market Value of $10,585","Mileage: 151,000 mi","$7,500 
 $136/est. mo
","2005 Jeep Wrangler X           Viewed
"
192,"Oakfield, NY",59 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Jeep Grand Cherokee 70th Anniversary 4WD           Viewed
","Instant Market Value of $18,829","Mileage: 86,054 mi","$15,398 
 $279/est. mo
","2011 Jeep Grand Cherokee 70th Anniversary 4WD           Viewed
"
193,"Syracuse, NY",53 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Subaru XV Crosstrek Premium           Viewed
","Instant Market Value of $22,247","Mileage: 25,821 mi","$19,990 
 $362/est. mo
","2014 Subaru XV Crosstrek Premium           Viewed
"
194,"Bergen, NY",24 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Honda CR-V EX AWD           Viewed
","Instant Market Value of $17,351","Mileage: 54,530 mi","$14,979 
 $272/est. mo
","2012 Honda CR-V EX AWD           Viewed
"
195,"Elmira, NY",106 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2015 Honda CR-V EX AWD           Viewed
","Instant Market Value of $24,034","Mileage: 11,485 mi","$21,995 
 $399/est. mo
","2015 Honda CR-V EX AWD           Viewed
"
196,"Elmira, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2012 GMC Sierra 1500 SLE Crew Cab 4WD           Viewed
","Instant Market Value of $28,092","Mileage: 38,945 mi","$24,141 
 $438/est. mo
","2012 GMC Sierra 1500 SLE Crew Cab 4WD           Viewed
"
197,"Williamsville, NY",132 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Cadillac CTS Coupe Performance           Viewed
","Instant Market Value of $27,617","Mileage: 20,797 mi","$24,920 $25,920
 $452/est. mo
","2013 Cadillac CTS Coupe Performance           Viewed
"
198,"Farmington, NY",218 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Ford Explorer XLT 4WD           Viewed
","Instant Market Value of $30,118","Mileage: 14,169 mi","$26,495 
 $480/est. mo
","2014 Ford Explorer XLT 4WD           Viewed
"
199,"Painted Post, NY",90 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Chevrolet Impala 2LTZ           Viewed
","Instant Market Value of $24,617","Mileage: 36,170 mi","$21,695 
 $393/est. mo
","2014 Chevrolet Impala 2LTZ           Viewed
"
200,"North Syracuse, NY",30 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Dodge Journey SXT AWD           Viewed
","Instant Market Value of $10,292","Mileage: 107,545 mi","$7,495 
 $136/est. mo
","2010 Dodge Journey SXT AWD           Viewed
"
201,"Williamson, NY",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Chevrolet Impala 2LT           Viewed
","Instant Market Value of $25,576","Mileage: 21,195 mi","$22,000 $23,500
 $399/est. mo
","2016 Chevrolet Impala 2LT           Viewed
"
202,"Wolcott, NY",9 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Ford Escape XLT 4WD           Viewed
","Instant Market Value of $8,375","Mileage: 110,657 mi","$6,000 
 $109/est. mo
","2008 Ford Escape XLT 4WD           Viewed
"
203,"Medina, NY",66 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Ford C-Max SEL Energi           Viewed
","Instant Market Value of $16,734","Mileage: 30,020 mi","$13,998 
 $254/est. mo
","2014 Ford C-Max SEL Energi           Viewed
"
204,"Buffalo, NY",73 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Chevrolet Malibu LT           Viewed
","Instant Market Value of $12,304","Mileage: 72,586 mi","$9,995 $10,988
 $181/est. mo
","2013 Chevrolet Malibu LT           Viewed
"
205,"Webster, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Toyota Corolla LE Plus           Viewed
","Instant Market Value of $16,705","Mileage: 5,302 mi","$14,500 
 $263/est. mo
","2016 Toyota Corolla LE Plus           Viewed
"
206,"Syracuse, NY",14 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","1995 Chevrolet Corvette Coupe           Viewed
","Instant Market Value of $12,128","Mileage: 60,735 mi","$7,900 
 $144/est. mo
","1995 Chevrolet Corvette Coupe           Viewed
"
207,"Ithaca, NY",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Toyota Camry XLE           Viewed
","Instant Market Value of $17,094","Mileage: 21,550 mi","$14,495 
 $263/est. mo
","2013 Toyota Camry XLE           Viewed
"
208,"Oakfield, NY",126 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Ford Taurus SEL           Viewed
","Instant Market Value of $14,692","Mileage: 76,085 mi","$11,339 
 $206/est. mo
","2014 Ford Taurus SEL           Viewed
"
209,"Oakfield, NY",38 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Malibu LT           Viewed
","Instant Market Value of $14,184","Mileage: 35,576 mi","$11,557 
 $210/est. mo
","2013 Chevrolet Malibu LT           Viewed
"
210,"Attica, NY",153 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Dodge Ram 1500            Viewed
","Instant Market Value of $14,377","Mileage: 165,104 mi","$9,995 
 $181/est. mo
","2010 Dodge Ram 1500            Viewed
"
211,"North Tonawanda, NY",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2007 BMW X3 3.0si           Viewed
","Instant Market Value of $9,648","Mileage: 131,685 mi","$7,280 
 $132/est. mo
","2007 BMW X3 3.0si           Viewed
"
212,"Ontario, NY",58 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Nissan Pathfinder Platinum 4WD           Viewed
","Instant Market Value of $26,661","Mileage: 46,645 mi","$22,991 
 $417/est. mo
","2013 Nissan Pathfinder Platinum 4WD           Viewed
"
213,"Endicott, NY",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2012 Subaru Forester 2.5X Premium           Viewed
","Instant Market Value of $14,269","Mileage: 98,328 mi","$11,900 
 $216/est. mo
","2012 Subaru Forester 2.5X Premium           Viewed
"
214,"Sayre, PA",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2012 Ford Mustang V6           Viewed
","Instant Market Value of $15,457","Mileage: 47,365 mi","$12,995 
 $236/est. mo
","2012 Ford Mustang V6           Viewed
"
215,"Central Square, NY",129 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Hyundai Santa Fe Sport AWD           Viewed
","Instant Market Value of $20,257","Mileage: 43,397 mi","$16,995 
 $308/est. mo
","2013 Hyundai Santa Fe Sport AWD           Viewed
"
216,"Syracuse, NY",76 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2015 Chevrolet Malibu LS           Viewed
","Instant Market Value of $17,392","Mileage: 10,170 mi","$13,899 
 $252/est. mo
","2015 Chevrolet Malibu LS           Viewed
"
217,"Lockport, NY",65 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Cadillac ATS 2.5L           Viewed
","Instant Market Value of $21,824","Mileage: 13,056 mi","$18,888 
 $342/est. mo
","2014 Cadillac ATS 2.5L           Viewed
"
218,"Le Roy, NY",32 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Buick Enclave Premium AWD           Viewed
","Instant Market Value of $32,116","Mileage: 44,271 mi","$28,953 
 $525/est. mo
","2014 Buick Enclave Premium AWD           Viewed
"
219,"Syracuse, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2004 Audi A4 1.8T Quattro           Viewed
","Instant Market Value of $6,379","Mileage: 126,000 mi","$4,100 
 $75/est. mo
","2004 Audi A4 1.8T Quattro           Viewed
"
220,"Great Valley, NY",37 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Buick Verano            Viewed
","Instant Market Value of $13,571","Mileage: 57,925 mi","$11,000 $12,000
 $200/est. mo
","2012 Buick Verano            Viewed
"
221,"Sayre, PA",39 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Ford Escape XLT 4WD           Viewed
","Instant Market Value of $12,278","Mileage: 83,781 mi","$9,995 $10,995
 $181/est. mo
","2011 Ford Escape XLT 4WD           Viewed
"
222,"Williamsville, NY",184 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Ford Explorer XLT           Viewed
","Instant Market Value of $21,198","Mileage: 81,003 mi","$17,500 $17,988
 $317/est. mo
","2013 Ford Explorer XLT           Viewed
"
223,"North Tonawanda, NY",59 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Hummer H3 4dr SUV 4WD           Viewed
","Instant Market Value of $12,976","Mileage: 117,353 mi","$10,280 
 $187/est. mo
","2006 Hummer H3 4dr SUV 4WD           Viewed
"
224,"Wolcott, NY",157 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Toyota FJ Cruiser 4WD AT           Viewed
","Instant Market Value of $29,003","Mileage: 77,260 mi","$25,000 
 $453/est. mo
","2014 Toyota FJ Cruiser 4WD AT           Viewed
"
225,"Spencerport, NY",19 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Nissan Titan SE Crew Cab LB 4WD           Viewed
","Instant Market Value of $12,187","Mileage: 173,200 mi","$9,500 
 $172/est. mo
","2008 Nissan Titan SE Crew Cab LB 4WD           Viewed
"
226,"Wolcott, NY",127 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Honda Civic LX           Viewed
","Instant Market Value of $12,885","Mileage: 54,298 mi","$10,999 $11,999
 $200/est. mo
","2013 Honda Civic LX           Viewed
"
227,"Wolcott, NY",90 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Ford Explorer Base 4WD           Viewed
","Instant Market Value of $18,901","Mileage: 86,943 mi","$15,900 
 $288/est. mo
","2014 Ford Explorer Base 4WD           Viewed
"
228,"Medina, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Buick Encore FWD           Viewed
","Instant Market Value of $18,083","Mileage: 23,817 mi","$15,991 
 $290/est. mo
","2014 Buick Encore FWD           Viewed
"
229,"Buffalo, NY",39 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Honda Accord Crosstour EX-L 4WD           Viewed
","Instant Market Value of $12,515","Mileage: 120,478 mi","$9,999 
 $182/est. mo
","2010 Honda Accord Crosstour EX-L 4WD           Viewed
"
230,"Sayre, PA",72 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Chrysler 200 Limited           Viewed
","Instant Market Value of $12,378","Mileage: 43,642 mi","$9,995 $10,495
 $181/est. mo
","2011 Chrysler 200 Limited           Viewed
"
231,"Buffalo, NY",54 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Nissan Altima 2.5 S           Viewed
","Instant Market Value of $14,775","Mileage: 16,721 mi","$11,999 
 $218/est. mo
","2013 Nissan Altima 2.5 S           Viewed
"
232,"Rome, NY",65 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2009 Hyundai Santa Fe GLS AWD           Viewed
","Instant Market Value of $10,690","Mileage: 92,225 mi","$8,600 $8,900
 $156/est. mo
","2009 Hyundai Santa Fe GLS AWD           Viewed
"
233,"Avon, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2012 Fiat 500 Sport           Viewed
","Instant Market Value of $9,190","Mileage: 37,851 mi","$6,995 $8,995
 $127/est. mo
","2012 Fiat 500 Sport           Viewed
"
234,"Rochester, NY",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2009 Honda Civic Si           Viewed
","Instant Market Value of $12,716","Mileage: 72,493 mi","$9,995 
 $181/est. mo
","2009 Honda Civic Si           Viewed
"
235,"Rochester, NY",67 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 BMW 5 Series 528i xDrive           Viewed
","Instant Market Value of $31,586","Mileage: 40,243 mi","$27,940 
 $506/est. mo
","2013 BMW 5 Series 528i xDrive           Viewed
"
236,"Buffalo, NY",22 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Mazda CX-5 Grand Touring AWD           Viewed
","Instant Market Value of $22,555","Mileage: 47,767 mi","$19,999 
 $363/est. mo
","2014 Mazda CX-5 Grand Touring AWD           Viewed
"
237,"Fairport, NY",47 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2010 Toyota Prius            Viewed
","Instant Market Value of $12,302","Mileage: 53,561 mi","$9,995 
 $181/est. mo
","2010 Toyota Prius            Viewed
"
238,"Hamburg, NY",275 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2007 Subaru Outback            Viewed
","Instant Market Value of $11,481","Mileage: 91,450 mi","$8,950 
 $163/est. mo
","2007 Subaru Outback            Viewed
"
239,"Geneva, NY",25 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Dodge Ram 1500            Viewed
","Instant Market Value of $20,640","Mileage: 71,818 mi","$15,995 
 $290/est. mo
","2010 Dodge Ram 1500            Viewed
"
240,"Buffalo, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2006 Ford F-150 XLT SuperCrew Styleside 4WD           Viewed
","Instant Market Value of $6,203","Mileage: 261,000 mi","$3,000 
 $55/est. mo
","2006 Ford F-150 XLT SuperCrew Styleside 4WD           Viewed
"
241,"Spencerport, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2008 Nissan Titan LE Crew Cab 4WD           Viewed
","Instant Market Value of $15,847","Mileage: 133,319 mi","$12,900 
 $234/est. mo
","2008 Nissan Titan LE Crew Cab 4WD           Viewed
"
242,"Olean, NY",57 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2012 Dodge Durango R/T           Viewed
","Instant Market Value of $23,321","Mileage: 94,129 mi","$19,795 
 $359/est. mo
","2012 Dodge Durango R/T           Viewed
"
243,"Manlius, NY",166 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2011 Lincoln Navigator L 4WD           Viewed
","Instant Market Value of $26,810","Mileage: 98,000 mi","$21,500 
 $390/est. mo
","2011 Lincoln Navigator L 4WD           Viewed
"
